index,celebrity_age_during_season,1,2,3,4,5,6,7,8,9,10,11,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media,fame_1,fame_1.1,fame_1.2,fame_1.3,fame_1.4
241,62,0.052,0.055452865064695,,,,,,,,,,0,0,0,1,0,0,0,1761,3718.221789272498,7850.751433401905,16576.283385483963,34999.60140207954
242,31,0.084,0.0813308687615526,0.0950819672131147,0.097457627118644,0.1196013289036544,0.1277955271565495,0.1266968325791855,0.1237106918887378,,,,0,0,0,1,0,0,0,802,1565.2791671836808,3054.986123714755,5962.4764781620115,11637.082563702874
243,38,0.092,0.0905730129390018,0.1081967213114754,0.1144067796610169,0.0963455149501661,0.1277955271565495,0.1221719457013574,0.1443303432897215,0.1489361702127659,,,0,0,0,1,0,0,0,1847,3918.4434632171574,8313.047739268675,17636.279140958046,37415.680950384434
244,35,0.096,0.0831792975970425,0.1180327868852459,0.1144067796610169,0.1162790697674418,0.1246006389776357,0.1221719457013574,0.1701036188771718,0.1671732522796352,0.2278481012658227,0.2542375035911047,0,0,0,1,0,0,0,3039,6776.47390207091,15110.430584221147,33693.79351860109,75131.65924335828
245,15,0.084,0.0831792975970425,0.0983606557377049,0.1144067796610169,0.0996677740863787,0.1022364217252396,0.1266968325791855,,,,,0,1,0,0,0,0,0,147,242.13025991512546,398.8235562351439,656.9200770849662,1082.042374204401
246,17,0.096,0.088724584103512,0.1049180327868852,0.1186440677966101,0.1229235880398671,0.1277955271565495,0.1312217194570135,0.1443303432897215,0.182370820668693,0.2658227848101265,0.2542375035911047,0,0,0,0,0,0,1,2156,4645.298562249719,10008.719263654577,21564.69814722434,46463.10820902144
247,37,0.048,0.0683918669131238,,,,,,,,,,0,0,0,0,0,0,1,1411,2913.934028611294,6017.726097164303,12427.53851834819,25664.79615910157
248,68,0.06,0.0683918669131238,0.0655737704918032,0.0762711864406779,0.0863787375415282,0.0766773162939297,,,,,,0,0,0,0,0,0,1,2128,4578.980414974752,9852.942500339437,21201.330234458015,45620.52439614435
249,30,0.0675105485232067,0.0635593220338983,0.0759493670886076,,,,,,,,,1,0,0,0,0,0,0,3309,7441.602085463607,16735.400906127594,37636.20256394943,84639.96478960905
250,46,0.0843881856540084,0.0805084745762711,0.0928270042194092,0.1003134796238244,0.1014492753623188,0.105726872246696,0.1214953271028037,,,,,1,0,0,0,0,0,0,494,918.5433213866372,1707.9389337327814,3175.7406901142926,5904.9704480977125
251,34,0.0843881856540084,0.0889830508474576,0.0970464135021097,0.0846394984326018,0.1268115942028985,0.1101321585903083,0.1191588785046729,0.1775147928994082,,,,1,0,0,0,0,0,0,1449,3000.3728298726132,6212.724029149606,12864.381212254788,26637.63965657206
252,53,0.0632911392405063,0.0847457627118644,0.0843881856540084,0.0752351097178683,0.1014492753623188,0.092511013215859,,,,,,0,0,0,0,0,1,0,1603,3352.948435965044,7013.264637704566,14669.441483468794,30683.64371707882
253,27,0.0886075949367088,0.0847457627118644,0.0843881856540084,0.1003134796238244,0.1050724637681159,0.105726872246696,0.1214953271028037,,,,,0,0,0,0,0,1,0,1400,2888.955413532993,5961.473843843982,12301.737238434582,25385.121707739956
254,27,0.0886075949367088,0.0805084745762711,0.0843881856540084,0.109717868338558,0.0942028985507246,0.118942731277533,0.1214953271028037,0.1597633136094674,0.1916376306620208,,,0,0,0,0,0,1,0,1423,2941.205639982207,6079.192281562282,12565.112175029713,25970.891634719905
255,22,0.0886075949367088,0.1016949152542372,0.0970464135021097,0.1128526645768025,0.1123188405797101,0.1233480176211453,0.1285046728971962,0.165680473372781,0.205574912891986,0.3409969701010119,,0,0,0,0,0,1,0,389,706.2273971974437,1282.1520219852835,2327.740065033692,4225.999505092418
256,72,0.0548523206751054,0.0550847457627118,,,,,,,,,,0,0,0,0,0,0,1,2384,5188.440923859647,11291.91242465667,24575.260290573773,53484.59991867267
257,26,0.0970464135021097,0.0847457627118644,0.1054852320675105,0.1065830721003134,0.1340579710144927,0.1101321585903083,0.1308411214953271,0.1715976331360946,0.1986062717770034,0.3333325670462853,,0,0,1,0,0,0,0,471,871.6115926600571,1612.9655381303614,2984.8820840670705,5523.689654344302
258,35,0.0970464135021097,0.0889830508474576,0.0886075949367088,0.1128526645768025,0.1159420289855072,0.105726872246696,0.1285046728971962,0.1775147928994082,0.1951219512195122,0.3256704628527027,,0,0,0,0,0,0,1,251,436.15523913755203,757.8939945304182,1316.969866236371,2288.4593902202137
259,42,0.0970464135021097,0.1016949152542372,0.1012658227848101,0.109717868338558,0.108695652173913,0.1277533039647577,0.1285046728971962,0.1479289940828402,0.2090592334494773,,,0,0,0,1,0,0,0,197,334.1279827982114,566.7081669482321,961.1830287192123,1630.2443984052047
260,52,0.0886075949367088,0.0847457627118644,0.0886075949367088,0.0877742946708464,,,,,,,,0,0,0,0,0,0,1,687,1320.2385532940425,2537.161335668041,4875.776144506484,9369.996569445177
261,21,0.0666666666666666,0.0681818181818181,,,,,,,,,,1,0,0,0,0,0,0,4160,9571.99942139728,22024.801183468684,50678.217352055864,116608.62191618353
262,60,0.0666666666666666,0.0738636363636363,0.0861538461538461,0.0919540229885057,0.1043478260869565,0.101639344262295,0.1197822141560798,,,,,1,0,0,0,0,0,0,1132,2286.8151964073354,4619.720620600276,9332.55063458042,18853.19665406307
263,64,0.0818181818181818,0.0767045454545454,0.0861538461538461,0.0804597701149425,0.117391304347826,0.1114754098360655,0.1161524500907441,0.1144279745551985,0.158590308370044,,,1,0,0,0,0,0,0,666,1275.9147324771375,2444.381988817122,4682.917404404701,8971.476437317639
264,32,0.0727272727272727,0.0681818181818181,0.0769230769230769,0.0842911877394636,0.1043478260869565,0.0983606557377049,0.1197822141560798,0.1293533625406592,,,,0,0,0,0,0,1,0,1979,4227.565777833325,9030.981508796089,19292.101246504255,41212.03992532435
265,30,0.0787878787878787,0.0795454545454545,0.0984615384615384,0.0881226053639846,0.1043478260869565,0.121311475409836,0.1343012704174228,0.1492538798546068,0.1629955947136563,0.1911262798634812,0.2519161626669803,0,0,0,0,0,1,0,3294,7404.5036973179485,16644.406497751992,37414.562675248184,84103.29922963229
266,16,0.0939393939393939,0.0909090909090909,0.0953846153846153,0.1149425287356321,0.108695652173913,0.121311475409836,0.1252268602540834,0.1641792678400675,0.1762114537444934,0.204778156996587,0.2584885858282496,0,0,0,0,0,1,0,357,642.5915905260846,1156.6497260919962,2081.942260983238,3747.4470276433894
267,32,0.0727272727272727,0.0681818181818181,0.0769230769230769,0.0919540229885057,0.1043478260869565,0.0918032786885245,,,,,,0,0,1,0,0,0,0,2165,4666.6334613559675,10058.876610922465,21681.796848120874,46734.8723666342
268,66,0.0606060606060606,0.0625,0.0707692307692307,,,,,,,,,0,0,0,0,1,0,0,5363,12657.51867029655,29873.7234549516,70506.65903082711,166406.7412013659
269,29,0.0939393939393939,0.0823863636363636,0.0892307692307692,0.10727969348659,0.1260869565217391,0.1245901639344262,0.1343012704174228,0.1741285314711756,0.158590308370044,0.2013651877133105,0.2562975590489603,0,0,0,0,0,1,0,397,722.2200773759189,1313.8585394581298,2390.163768333658,4348.171943846473
270,57,0.0787878787878787,0.0852272727272727,0.0769230769230769,0.0689655172413793,,,,,,,,0,0,0,1,0,0,0,1229,2503.266406190867,5098.732872549821,10385.261768913773,21153.032469991987
271,48,0.0757575757575757,0.0738636363636363,0.0707692307692307,0.0881226053639846,,,,,,,,0,0,0,1,0,0,0,3672,8344.35821756005,18961.959167473262,43089.70038130273,97918.27218652594
272,32,0.0818181818181818,0.0823863636363636,0.08,0.0881226053639846,0.1130434782608695,0.1311475409836065,0.1252268602540834,0.1492538798546068,0.1762114537444934,0.1979522184300341,0.2332976924558098,0,0,0,1,0,0,0,966,1920.7676784454397,3819.201319420992,7593.994256542463,15099.688114148083
273,36,0.0757575757575757,0.0880681818181818,0.0923076923076923,0.0957854406130268,0.117391304347826,0.0983606557377049,0.1252268602540834,0.1194031038836854,0.1674008810572687,0.204778156996587,,0,0,0,0,0,0,1,9391,23441.371875382716,58513.24836545444,146058.01454278003,364583.13643673266
274,66,0.0695364238410596,0.0762195121951219,0.0761904761904762,,,,,,,,,1,0,0,0,0,0,0,1295,2651.531221516288,5429.048508629843,11116.055307921599,22760.283945216932
275,64,0.0662251655629139,0.0670731707317073,0.0761904761904762,0.0858895705521472,,,,,,,,1,0,0,0,0,0,0,67,102.0192867638687,155.34231151952935,236.53599739512075,360.1676678840373
276,30,0.0927152317880794,0.0914634146341463,0.1047619047619047,0.107361963190184,0.1118421052631579,0.137546468401487,,,,,,1,0,0,0,0,0,0,1252,2554.846204329938,5213.44978257115,10638.628105804024,21709.312009098372
277,47,0.0927152317880794,0.0853658536585365,0.1047619047619047,0.1012269938650306,0.1184210526315789,0.1245353159851301,0.1422924901185771,,,,,0,0,0,0,0,1,0,999,1993.0676361947799,3976.294897344386,7932.957629493033,15826.747858505503
278,29,0.0728476821192053,0.0853658536585365,0.0761904761904762,0.0981595092024539,0.0986842105263157,0.1171003717472119,0.1225296442687747,0.166189111747851,,,,0,0,0,0,0,1,0,55,82.11054948483415,122.5844061218435,183.00859899884796,273.21702953172843
279,20,0.1059602649006622,0.0884146341463414,0.1015873015873015,0.1104294478527607,0.125,0.1282527881040892,0.1541501976284585,0.2063037249283667,0.264026402640264,,,0,0,0,0,0,1,0,1586,3313.854997205977,6924.107782160785,14467.521547986324,30229.047023316234
280,40,0.0927152317880794,0.0823170731707317,0.0984126984126984,0.0950920245398773,0.0953947368421052,0.1152416356877323,0.1264822134387351,0.1862464183381088,0.231023102310231,0.3150292500591764,,0,0,0,0,0,1,0,834,1634.1151474204262,3201.837308188102,6273.586144947267,12292.280753123776
281,32,0.1026490066225165,0.0975609756097561,0.0888888888888888,0.1196319018404908,0.1052631578947368,0.1301115241635687,0.1541501976284585,0.2148997134670487,0.2541254125412541,0.3439307536171316,,0,0,0,0,0,1,0,334,597.2018074938305,1067.8143678859215,1909.2834448184265,3413.8548630647006
282,46,0.0562913907284768,0.0670731707317073,,,,,,,,,,1,0,0,0,0,0,0,822,1608.2701422844686,3146.633638155354,6156.492614298305,12045.381086095866
283,45,0.0794701986754966,0.0853658536585365,0.0825396825396825,0.0920245398773006,0.1052631578947368,,,,,,,0,0,0,1,0,0,0,593,1122.9493360535012,2126.5011995666055,4026.902378027476,7625.644775308959
284,20,0.0894039735099337,0.0975609756097561,0.1079365079365079,0.0981595092024539,0.1282894736842105,0.1338289962825278,0.1660079051383399,0.2263610315186246,0.2508250825082508,0.341039996323692,,0,0,0,1,0,0,0,481,891.989175232087,1654.1469620191633,3067.528449821488,5688.57000406908
285,36,0.0794701986754966,0.0762195121951219,0.0825396825396825,0.0920245398773006,0.1118421052631579,0.1133828996282527,0.1343873517786561,,,,,0,0,0,0,0,0,1,88,137.69904852264557,215.4662268641123,337.15334577219045,527.5647149892853
286,21,0.0753138075313807,0.0822669104204753,0.0778688524590164,0.0885608856088561,0.0919540229885057,,,,,,,1,0,0,0,0,0,0,1978,4225.216002772143,9025.505697715762,19279.429275581293,41182.88832128397
287,31,0.0794979079497907,0.0877513711151736,0.0860655737704918,0.0885608856088561,0.1111111111111111,0.1013071895424836,0.1395348837209302,0.1693290734824281,0.1888888888888888,0.2486669433277468,,1,0,0,0,0,0,0,4068,9339.401340713628,21441.597198358744,49226.07709473777,113014.27984677126
288,23,0.0920502092050209,0.0877513711151736,0.1024590163934426,0.1070110701107011,0.1149425287356321,0.1274509803921568,0.1255813953488372,0.1916932907348243,0.2148148148148148,0.2557729554628947,,1,0,0,0,0,0,0,279,489.96451004573066,860.448821162554,1511.0730648040765,2653.663705519817
289,43,0.0753138075313807,0.0694698354661791,0.0860655737704918,0.084870848708487,,,,,,,,0,0,0,0,0,1,0,2438,5317.862102018853,11599.53131094681,25301.35683333269,55188.32101461665
290,33,0.0836820083682008,0.0712979890310786,0.0860655737704918,0.0885608856088561,0.1034482758620689,0.1176470588235294,0.1116279069767441,,,,,0,0,0,0,0,1,0,1259,2570.5633017921905,5248.447727180904,10716.018362879953,21879.43093324098
291,43,0.0627615062761506,0.0712979890310786,0.0860655737704918,0.0885608856088561,0.0957854406130268,0.1209150326797385,0.113953488372093,0.1629392971246006,,,,0,0,0,0,0,1,0,8398,20729.721016267125,51169.48480736676,126307.35229850347,311778.5395869657
292,22,0.0794979079497907,0.0804387568555758,0.0901639344262295,0.0996309963099631,0.1034482758620689,0.1013071895424836,0.1325581395348837,0.1533546325878594,0.2074074074074074,,,0,0,0,0,0,1,0,84,130.82996182444748,203.76760608317105,317.36795386809905,494.30044391507585
293,68,0.0585774058577405,0.0621572212065813,,,,,,,,,,0,0,0,0,1,0,0,311,552.1237485993213,980.1949638822063,1740.1572920154986,3089.331727395626
294,31,0.0920502092050209,0.0822669104204753,0.110655737704918,0.0959409594095941,0.10727969348659,0.130718954248366,0.1186046511627906,0.1725239616613418,0.2111111111111111,0.2557729554628947,,0,0,0,1,0,0,0,2391,5205.201349716633,11331.71103767955,24669.108150534696,53704.59014699647
295,47,0.0711297071129707,0.0749542961608775,,,,,,,,,,0,0,0,1,0,0,0,2011,4302.820981330383,9206.498457174006,19698.614980663406,42147.99295969535
296,43,0.0753138075313807,0.0694698354661791,0.0860655737704918,0.081180811808118,0.0842911877394636,0.0849673202614379,,,,,,0,0,0,1,0,0,0,2704,5959.466131997769,13134.33305415251,28947.342086760615,63798.33756560769
297,39,0.0669456066945606,0.0749542961608775,0.0942622950819672,0.0885608856088561,0.0957854406130268,0.0980392156862745,0.1325581395348837,0.1501597444089457,0.1777777777777777,0.2397871457464638,,0,0,0,0,0,0,1,569,1073.0587321639048,2023.6468236787432,3816.330219620782,7197.093966581839
298,36,0.0878661087866108,0.0859232175502742,0.0942622950819672,0.0885608856088561,0.0919540229885057,0.1176470588235294,0.1255813953488372,,,,,0,0,0,0,0,0,1,1656,3475.0924725122586,7292.4321814682025,15303.065326163225,32113.265169875052
299,27,0.0904761904761904,,,,,,,,,,,0,0,0,0,0,1,0,266,464.910976866439,812.5647233492718,1420.188944735029,2482.185825683003
300,44,0.0857142857142857,,,,,,,,,,,0,0,0,0,0,1,0,3394,7652.142021010426,17252.5861843587,38897.83138256781,87699.39011453291
301,71,0.0809523809523809,0.1102803738317757,,,,,,,,,,0,0,0,0,0,1,0,4050,9293.954147845512,21327.798445001146,48943.106375884316,112314.81148409711
302,21,0.0952380952380952,0.1308411214953271,,,,,,,,,,0,0,0,0,0,1,0,35,49.9430255960178,71.26588016241392,101.69239077354787,145.10930500924405
303,37,0.1,0.1177570093457943,0.1374407582938388,,,,,,,,,0,0,0,0,0,1,0,1619,3389.780161122861,7097.3499325152015,14860.071647799077,31113.265018266546
304,29,0.1,0.1233644859813084,0.1563981042654028,,,,,,,,,0,0,0,0,0,1,0,96,151.52990687977484,239.18034040617928,377.5309865543874,595.9087003834978
305,25,0.1095238095238095,0.1383177570093458,0.1658767772511848,,,,,,,,,0,0,0,0,0,1,0,1664,3493.5636015867003,7334.72754707417,15399.241097363954,32330.665979452322
306,47,0.1095238095238095,0.1233644859813084,0.1658767772511848,0.3274853801169591,,,,,,,,0,0,0,0,0,1,0,3720,8464.420568798821,19259.789130511945,43823.375071783135,99714.91326660915
307,30,0.1142857142857142,0.1177570093457943,0.1800947867298578,0.3333333333333333,,,,,,,,0,0,0,0,0,1,0,1073,2156.0542992524406,4332.311408504124,8705.217742782585,17492.00572251164
308,28,0.1142857142857142,0.1383177570093458,0.1943127962085308,0.3391812865497076,,,,,,,,0,0,0,0,0,1,0,1018,2034.803874004276,4067.216901436938,8129.654918919007,16249.757685004211
309,39,0.0862745098039215,0.0961182994454713,0.1107011070110701,0.1034482758620689,0.1306306306306306,0.131004366812227,0.128735632183908,0.1863354037267081,,,,1,0,0,0,0,0,0,289,509.31636052353986,897.5887719617443,1581.8569085894437,2787.7702545044717
310,27,0.0705882352941176,0.088724584103512,0.0996309963099631,0.1034482758620689,0.1081081081081081,0.1266375545851528,0.135632183908046,0.1801242236024844,0.2597402597402597,,,1,0,0,0,0,0,0,2569,5633.009902406756,12351.421004520245,27082.78584167277,59384.04080611285
311,52,0.0764705882352941,0.0757855822550831,0.081180811808118,,,,,,,,,1,0,0,0,0,0,0,520,971.859933493805,1816.3687121741957,3394.723030411235,6344.6063433948975
312,58,0.0705882352941176,0.0794824399260628,0.077490774907749,0.0905172413793103,0.1081081081081081,0.0829694323144104,0.1241379310344827,,,,,1,0,0,0,0,0,0,1108,2233.540009592798,4502.437702573816,9076.150495846294,18295.9794815507
313,17,0.0784313725490196,0.0961182994454713,0.0996309963099631,0.125,0.1216216216216216,0.131004366812227,0.1333333333333333,0.170807453416149,0.2597402597402597,,,1,0,0,0,0,0,0,246,426.60762916434766,739.8132896797779,1282.9674533925481,2224.893104011443
314,46,0.0705882352941176,0.0683918669131238,,,,,,,,,,0,0,0,0,0,1,0,29,40.61044960745049,56.86926266618188,79.63745950751189,111.52113917914444
315,50,0.0784313725490196,0.0850277264325323,0.0885608856088561,0.1120689655172413,0.1126126126126126,0.1048034934497816,,,,,,0,0,0,0,0,1,0,856,1681.5939691764543,3303.455931274086,6489.569592839593,12748.62276853965
316,36,0.0901960784313725,0.0868761552680221,0.0959409594095941,0.0948275862068965,0.1171171171171171,0.1135371179039301,0.1218390804597701,,,,,0,0,0,0,0,1,0,1582,3304.662612662546,6903.157385290536,14420.10500663399,30122.365288300425
317,34,0.0686274509803921,,,,,,,,,,,1,0,0,0,0,0,0,352,632.6986820904796,1137.237563406333,2044.1156465652703,3674.1740784726517
318,38,0.0784313725490196,0.0720887245841035,0.084870848708487,0.0862068965517241,0.0945945945945946,0.0960698689956331,0.1218390804597701,0.139751552795031,0.2337662337662337,,,0,0,0,0,0,0,1,382,692.2607350920747,1254.5155113880078,2273.4341102038543,4119.919288777787
319,25,0.0901960784313725,0.0961182994454713,0.0996309963099631,0.1120689655172413,,,,,,,,0,0,0,1,0,0,0,2642,5809.330632117557,12773.778347183692,28087.47230892286,61759.808199462124
320,21,0.0862745098039215,0.0905730129390018,0.0959409594095941,0.1077586206896552,0.1306306306306306,0.1179039301310043,0.1264367816091954,0.1801242236024844,0.2467532467532467,,,0,1,0,0,0,0,0,311,552.1237485993213,980.1949638822063,1740.1572920154986,3089.331727395626
321,32,0.0549019607843137,0.0646950092421441,0.066420664206642,0.0646551724137931,0.0765765765765765,0.0960698689956331,0.1080459770114942,0.1428571428571428,,,,0,0,0,0,0,0,1,4,4.59479341998814,5.278031643091577,6.062866266041593,6.964404506368992
322,55,0.0761421319796954,0.0958904109589041,0.1212121212121212,0.0921985815602836,0.1116279069767441,0.1184210526315789,0.1188118811881188,0.1347145480395774,,,,1,0,0,0,0,0,0,355,638.6327534475822,1148.8782923268725,2066.792414661597,3718.0882551546783
323,42,0.1065989847715735,0.091324200913242,0.1161616161616161,0.0992907801418439,0.1209302325581395,0.1184210526315789,0.1336633663366336,0.1658027598041857,0.1726618705035971,0.1854545454545454,,1,0,0,0,0,0,0,1340,2753.057475247573,5656.21303135562,11620.805647437557,23875.183474684425
324,41,0.0812182741116751,0.091324200913242,0.101010101010101,0.1134751773049645,0.1209302325581395,0.1140350877192982,0.1262376237623762,0.1554400225493162,0.1774580335731415,0.2072727272727272,0.2521367521367521,1,0,0,0,0,0,0,3383,7624.86568057973,17185.508911286575,38734.022199517036,87301.7193437512
325,44,0.0761421319796954,0.0684931506849315,,,,,,,,,,0,0,0,0,0,1,0,3341,7520.8014464612515,16929.79778422435,38110.04120439718,85788.10326690444
326,39,0.0558375634517766,0.0547945205479452,0.0606060606060606,0.0709219858156028,,,,,,,,0,0,0,0,0,1,0,2278,4935.249256070656,10692.135741679507,23164.334927537428,50185.147813213516
327,21,0.0913705583756345,0.0821917808219178,0.1161616161616161,0.1099290780141844,0.1116279069767441,0.1184210526315789,,,,,,0,0,1,0,0,0,0,11512,29326.879789879975,74710.37857974884,190325.0774552396,484854.1233086688
328,48,0.0609137055837563,0.0730593607305936,0.0757575757575757,0.0744680851063829,0.0883720930232558,0.0921052631578947,0.1039603960396039,0.1036273725486945,0.1199040767386091,,,0,0,0,0,1,0,0,1198,2433.8987063187396,4944.793750100188,10046.015952739428,20409.83742156083
329,75,0.0862944162436548,0.0684931506849315,,,,,,,,,,0,0,0,1,0,0,0,953,1892.3531641765903,3757.608077617155,7461.407697181887,14815.969008366934
330,24,0.0964467005076142,0.0867579908675799,0.101010101010101,0.1134751773049645,0.1069767441860465,0.1140350877192982,0.1336633663366336,0.1243528470584334,0.1678657074340527,0.1963636363636363,0.2435897435897435,0,0,0,1,0,0,0,2524,5524.567517945615,12092.252876521283,26467.697092081577,57932.876239990976
331,26,0.0812182741116751,0.091324200913242,0.1212121212121212,0.1134751773049645,0.1255813953488372,0.1096491228070175,0.1336633663366336,0.1554410588230417,0.1918465227817745,0.2145454545454545,0.2564102564102564,0,0,0,1,0,0,0,857,1683.7550221841527,3308.0874850995947,6499.426974166845,12769.478190283035
332,38,0.0862944162436548,0.0867579908675799,0.0808080808080808,0.0992907801418439,0.0976744186046511,0.1096491228070175,0.1212871287128712,,,,,0,0,0,0,0,0,1,220,377.28101248452657,647.0043744606788,1109.5566612656485,1902.7939116875193
333,24,0.1015228426395939,0.1095890410958904,0.106060606060606,0.1134751773049645,0.1162790697674418,0.1052631578947368,0.1287128712871287,0.160621391176751,0.1702637889688249,0.1963636363636363,0.2478632478632478,0,0,0,0,0,0,1,155,256.66394663851116,425.0089129293964,703.7707416064661,1165.371458512434
334,51,0.0692307692307692,0.0659340659340659,0.0533807829181494,0.0697674418604651,,,,,,,,1,0,0,0,0,0,0,1529,3183.0849848150365,6626.572936922776,13795.254948528818,28719.077101607156
335,41,0.0692307692307692,0.0732600732600732,0.0711743772241992,0.0697674418604651,0.0662020905923344,,,,,,,1,0,0,0,0,0,0,1557,3247.2630725780737,6772.458228984698,14124.568733178874,29458.054247490392
336,39,0.0499999999999999,0.0659340659340659,0.0782918149466192,0.0730897009966777,0.0662020905923344,0.0895522388059701,0.1,0.1216218407600734,,,,1,0,0,0,0,0,0,397,722.2200773759189,1313.8585394581298,2390.163768333658,4348.171943846473
337,18,0.0807692307692307,0.0549450549450549,0.0640569395017793,0.0930232558139535,0.0836236933797909,0.0671641791044776,0.1038461538461538,0.1216209398575492,0.1502586539218815,0.1637931034482758,,1,0,0,0,0,0,0,4829,11278.281390667878,26340.78093333716,61519.72238892436,143681.2466717868
338,48,0.0807692307692307,0.0769230769230769,0.0676156583629893,0.079734219269103,0.0836236933797909,0.1007462686567164,0.1,0.1306299650990362,0.1347145480395774,0.1666666666666666,0.2531645569620253,1,0,0,0,0,0,0,479,887.9102403107287,1645.8968577216178,3050.9575667354384,5655.483228095815
339,56,0.0461538461538461,0.0549450549450549,,,,,,,,,,0,0,0,0,0,1,0,643,1227.5298740220674,2343.4363788750084,4473.776303171336,8540.737265684
340,36,0.0653846153846153,0.0659340659340659,0.0782918149466192,0.0730897009966777,0.073170731707317,0.0783582089552238,,,,,,0,0,0,0,0,1,0,51,75.56613219696311,111.96549676880197,165.89803000646933,245.8092640526393
341,36,0.0692307692307692,0.0659340659340659,0.0854092526690391,0.079734219269103,0.1010452961672473,0.0820895522388059,0.1038461538461538,0.1351353786223038,0.1554410588230417,0.1637931034482758,,0,0,0,0,0,1,0,2376,5169.2921773746675,11246.456908698183,24468.10678506515,53233.498737039175
342,35,0.0769230769230769,0.0769230769230769,0.0854092526690391,0.079734219269103,0.0905923344947735,0.0970149253731343,0.1153846153846153,0.1351353786223038,0.1502586539218815,0.1724137931034483,0.2531645569620253,0,0,0,0,1,0,0,487,904.2361330334803,1678.9383660848887,3117.364960472586,5788.160240475967
343,42,0.0692307692307692,0.0695970695970696,0.0747330960854092,0.079734219269103,0.0836236933797909,0.1007462686567164,0.1,0.1216218407600734,0.1295331794121426,,,0,0,0,1,0,0,0,1571,3279.3955540070187,6845.5984720821025,14289.895094757027,29829.54706618257
344,45,0.0615384615384615,0.0659340659340659,0.0640569395017793,0.0697674418604651,0.0836236933797909,0.0895522388059701,0.1038461538461538,0.108108302897843,0.1243528470584334,0.160919540229885,0.240506329113924,0,0,0,1,0,0,0,5763,13699.77648309178,32567.04419341909,77418.22421738913,184038.23833005587
345,35,0.0769230769230769,0.0805860805860805,0.0818505338078291,0.0830564784053156,0.0940766550522648,0.1007462686567164,0.0923076923076923,0.1261263533808169,0.1554410588230417,0.1724137931034483,0.2531645569620253,0,0,0,0,0,0,1,250,434.2441830549219,754.2720420681452,1310.1529868361977,2275.7052537825994
346,59,0.0423076923076923,0.0586080586080586,0.0427046263345195,,,,,,,,,0,0,0,0,0,0,1,429,786.5077772040875,1441.9451832226425,2643.5923098055505,4846.633826151469
347,48,0.073076923076923,0.0586080586080586,0.0747330960854092,0.079734219269103,0.0905923344947735,0.1007462686567164,0.0846153846153846,,,,,0,0,0,0,0,0,1,57,85.40087909704994,127.95280965875322,191.70670925956188,287.22669297489705
348,41,0.0692307692307692,0.0659340659340659,0.0782918149466192,0.0697674418604651,0.0836236933797909,0.0932835820895522,0.0961538461538461,,,,,0,0,0,0,0,0,1,791,1541.6796217561887,3004.773775143238,5856.3824236735045,11414.24202248868
349,75,0.0355191256830601,0.0389610389610389,,,,,,,,,,1,0,0,0,0,0,0,667,1278.022257291896,2448.7869417293423,4692.060292197681,8990.341058446993
350,48,0.0655737704918032,0.0597402597402597,0.0637583892617449,0.0623501199040767,,,,,,,,1,0,0,0,0,0,0,2390,5202.806702399697,11326.024093110947,24655.69626074397,53673.147178966385
351,54,0.0710382513661202,0.0701298701298701,0.0771812080536912,0.0875299760191846,0.0935064935064935,0.0934065934065934,0.1162079510703364,0.1363636363636363,0.1592920353982301,,,1,0,0,0,0,0,0,619,1177.2256439258565,2238.869493887957,4257.923395166731,8097.797432410528
352,29,0.0655737704918032,0.0571428571428571,0.0671140939597315,0.0683453237410072,,,,,,,,0,0,0,0,0,1,0,117,188.3668381387757,303.265518892305,488.24928983127046,786.0681619574274
353,40,0.0655737704918032,0.0675324675324675,0.0738255033557047,0.0779376498800959,0.0831168831168831,0.0934065934065934,0.0978593272171253,,,,,0,0,0,0,0,1,0,13433,34752.84122667485,89909.92133748741,232608.14568186743,601786.1948122664
354,18,0.0765027322404371,0.0727272727272727,0.0704697986577181,0.0815347721822542,0.0935064935064935,0.0989010989010989,0.1039755351681957,0.1363636363636363,0.165929203539823,,,0,0,0,0,0,1,0,508,947.2183078542099,1766.1860683743928,3293.2357855143155,6140.577220708258
355,31,0.0573770491803278,0.0649350649350649,0.0637583892617449,0.0755395683453237,0.0727272727272727,0.1098901098901098,0.1039755351681957,0.1136363636363636,0.165929203539823,0.2547770700636942,,0,0,0,0,0,1,0,1602,3350.6476697665876,7008.0148607442225,14657.545981799154,30656.84911885884
356,34,0.0655737704918032,0.0623376623376623,0.0604026845637583,0.0695443645083932,0.0831168831168831,0.0989010989010989,0.110091743119266,0.1233766233766233,0.1570796460176991,0.2420382165605095,,0,0,0,0,0,1,0,141,231.2815684787204,379.369956865085,622.278572038733,1020.7203132752938
357,47,0.0737704918032786,0.0779220779220779,0.0738255033557047,0.079136690647482,0.0935064935064935,,,,,,,0,0,0,1,0,0,0,5408,12774.395302318038,30174.77354657634,71276.716982599,168364.82222395772
358,36,0.0601092896174863,0.0701298701298701,0.0671140939597315,0.0779376498800959,0.0883116883116883,0.1043956043956044,0.1162079510703364,0.1038961038961039,,,,0,0,0,1,0,0,0,376,680.3096469794633,1230.9074887588333,2227.1229764412224,4029.609696496217
